3.45e+05,3.4594e+05,0,1,0,1,0,33.18,7,8,4
3.5e+05,3.5089e+05,1,2,0,1,0,32.86,5,6,4
3.55e+05,3.5584e+05,0,1,0,1,0,34.32,7,9,3
3.6e+05,3.605e+05,1,2,0,1,0,33.06,4,9,4
3.65e+05,3.6594e+05,0,1,0,1,0,33.6,7,8,4
3.7e+05,3.7089e+05,1,2,0,1,0,32.28,5,6,4
3.75e+05,3.7594e+05,0,1,0,1,0,33.1,7,8,3
3.8e+05,3.8089e+05,1,2,0,1,0,32.04,5,6,4
3.85e+05,3.8584e+05,0,1,0,1,0,32.82,7,9,4
3.9e+05,3.9056e+05,1,2,0,1,0,32.66,4,8,4
3.95e+05,3.9594e+05,0,1,0,1,0,33.04,7,8,4
4e+05,4.0086e+05,1,2,0,1,0,31.16,4,5,4
4.05e+05,4.0584e+05,0,1,0,1,0,33.56,7,9,4
4.1e+05,4.1063e+05,1,2,0,1,0,32.1,4,7,3
4.15e+05,4.1594e+05,0,1,0,1,0,33.34,7,8,4
4.2e+05,-999,0,2,0,0,1,31.84,4,4,3
4.25e+05,4.2584e+05,0,1,0,1,0,33.02,7,9,4
4.3e+05,4.3073e+05,1,2,0,1,0,31.06,4,6,3
4.35e+05,4.3594e+05,0,1,0,1,0,33.82,7,8,3
4.4e+05,4.4073e+05,1,2,0,1,0,31.64,4,6,4
4.45e+05,4.4584e+05,0,1,0,1,0,33.74,7,9,3
4.5e+05,4.5073e+05,1,2,0,1,0,32.14,4,6,4
4.55e+05,4.5584e+05,0,1,0,1,0,33.8,7,9,4
4.6e+05,4.6073e+05,1,2,0,1,0,32.1,4,6,4
4.65e+05,4.6594e+05,0,1,0,1,0,32.98,7,8,3
4.7e+05,4.7073e+05,1,2,0,1,0,31.3,4,6,4
4.75e+05,4.7594e+05,0,1,0,1,0,32.94,7,8,4
4.8e+05,4.8073e+05,1,2,0,1,0,31.78,4,6,4
4.85e+05,4.8594e+05,0,1,0,1,0,33.3,7,8,3
4.9e+05,4.9063e+05,1,2,0,1,0,33.44,4,7,4
4.95e+05,4.9581e+05,0,1,0,1,0,33.34,6,8,4
5e+05,5.0086e+05,1,2,0,1,0,31.66,4,5,3
5.05e+05,5.0581e+05,0,1,0,1,0,32.9,6,8,4
5.1e+05,5.1073e+05,1,2,0,1,0,32.44,4,6,3
5.15e+05,5.1566e+05,0,1,0,1,0,33.1,6,10,4
5.2e+05,5.2063e+05,1,2,0,1,0,32.26,4,7,4
5.25e+05,5.2581e+05,0,1,0,1,0,32.72,6,8,4
5.3e+05,5.3056e+05,1,2,0,1,0,32.58,4,8,4
5.35e+05,5.3581e+05,0,1,0,1,0,33.12,6,8,3
5.4e+05,5.4063e+05,1,2,0,1,0,32.02,4,7,3
5.45e+05,5.4594e+05,0,1,0,1,0,33.66,7,8,4
5.5e+05,5.5063e+05,1,2,0,1,0,31.84,4,7,4
5.55e+05,5.5573e+05,0,1,0,1,0,33.8,6,9,3
5.6e+05,5.6073e+05,1,2,0,1,0,31.88,4,6,4
5.65e+05,5.6581e+05,0,1,0,1,0,33.14,6,8,4
5.7e+05,5.7063e+05,1,2,0,1,0,32.22,4,7,3
5.75e+05,5.7581e+05,0,1,0,1,0,33.6,6,8,4
5.8e+05,5.8073e+05,1,2,0,1,0,31.62,4,6,3
5.85e+05,5.8581e+05,0,1,0,1,0,31.84,6,8,3
5.9e+05,5.9073e+05,1,2,0,1,0,31.46,4,6,4
5.95e+05,5.9566e+05,0,1,0,1,0,32.98,6,10,3
6e+05,6.0073e+05,1,2,0,1,0,31.82,4,6,4
6.05e+05,6.0592e+05,0,1,0,1,0,32.1,6,7,3
6.1e+05,6.1086e+05,1,2,0,1,0,30.5,4,5,3
6.15e+05,6.1573e+05,0,1,0,1,0,33.08,6,9,4
6.2e+05,6.2073e+05,1,2,0,1,0,32.32,4,6,3
6.25e+05,6.2581e+05,0,1,0,1,0,33.8,6,8,4
6.3e+05,6.3073e+05,1,2,0,1,0,30.28,4,6,3
6.35e+05,6.3581e+05,0,1,0,1,0,33.22,6,8,3
6.4e+05,6.4063e+05,1,2,0,1,0,32.52,4,7,4
6.45e+05,6.4573e+05,0,1,0,1,0,32.78,6,9,3
6.5e+05,6.5073e+05,1,2,0,1,0,31.76,4,6,4
6.55e+05,6.5581e+05,0,1,0,1,0,32.44,6,8,4
6.6e+05,6.6073e+05,1,2,0,1,0,31.4,4,6,4
6.65e+05,6.6573e+05,0,1,0,1,0,33.08,6,9,3
6.7e+05,6.7073e+05,1,2,0,1,0,31.16,4,6,3
6.75e+05,6.7573e+05,0,1,0,1,0,32.86,6,9,4
6.8e+05,6.8073e+05,1,2,0,1,0,31,4,6,3
6.85e+05,6.8573e+05,0,1,0,1,0,33.22,6,9,3
6.9e+05,6.9073e+05,1,2,0,1,0,30.66,4,6,4
6.95e+05,6.9573e+05,0,1,0,1,0,33.32,6,9,4
7e+05,7.0073e+05,1,2,0,1,0,30.96,4,6,3
7.05e+05,7.0594e+05,0,1,0,1,0,33.52,7,8,4
7.1e+05,7.1073e+05,1,2,0,1,0,31.74,4,6,4
7.15e+05,7.1573e+05,0,1,0,1,0,33.32,6,9,4
7.2e+05,7.2073e+05,1,2,0,1,0,30.5,4,6,4
7.25e+05,7.2566e+05,0,1,0,1,0,33.62,6,10,3
7.3e+05,-999,0,2,0,0,1,30.42,4,4,3
7.35e+05,7.3566e+05,0,1,0,1,0,34.68,6,10,3
7.4e+05,7.4086e+05,1,2,0,1,0,31.36,4,5,3
7.45e+05,7.4566e+05,0,1,0,1,0,33.1,6,10,4
7.5e+05,7.5073e+05,1,2,0,1,0,31.64,4,6,3
7.55e+05,7.5584e+05,0,1,0,1,0,33.84,7,9,4
7.6e+05,7.6073e+05,1,2,0,1,0,30.72,4,6,4
7.65e+05,7.6581e+05,0,1,0,1,0,33.66,6,8,4
7.7e+05,7.7089e+05,1,2,0,1,0,31.64,5,6,3
7.75e+05,7.7573e+05,0,1,0,1,0,34.16,6,9,3
7.8e+05,7.8086e+05,1,2,0,1,0,30.58,4,5,3
7.85e+05,7.8573e+05,0,1,0,1,0,34.38,6,9,3
7.9e+05,7.9073e+05,1,2,0,1,0,30.44,4,6,3
7.95e+05,7.9566e+05,0,1,0,1,0,33.82,6,10,3
8e+05,8.0073e+05,1,2,0,1,0,31.9,4,6,4
8.05e+05,8.0584e+05,0,1,0,1,0,34.52,7,9,4
8.1e+05,8.1073e+05,1,2,0,1,0,30.28,4,6,4
8.15e+05,8.1576e+05,0,1,0,1,0,34.28,7,10,3
8.2e+05,8.2086e+05,1,2,0,1,0,30.9,4,5,4
8.25e+05,8.2581e+05,0,1,0,1,0,32.88,6,8,4
8.3e+05,8.3086e+05,1,2,0,1,0,30.72,4,5,3
8.35e+05,8.3573e+05,0,1,0,1,0,33.04,6,9,4
8.4e+05,8.4086e+05,1,2,0,1,0,30.08,4,5,3
8.45e+05,8.4573e+05,0,1,0,1,0,33.6,6,9,3
8.5e+05,8.5086e+05,1,2,0,1,0,29.36,4,5,4
8.55e+05,8.5581e+05,0,1,0,1,0,33.38,6,8,3
8.6e+05,8.6086e+05,1,2,0,1,0,30.46,4,5,4
8.65e+05,8.6566e+05,0,1,0,1,0,33.28,6,10,3
8.7e+05,8.7063e+05,1,2,0,1,0,31.42,4,7,3
8.75e+05,8.7573e+05,0,1,0,1,0,33.48,6,9,4
8.8e+05,8.8073e+05,1,2,0,1,0,31.84,4,6,4
8.85e+05,8.8566e+05,0,1,0,1,0,33.58,6,10,3
8.9e+05,8.9086e+05,1,2,0,1,0,30.6,4,5,4
8.95e+05,8.9564e+05,0,1,0,1,0,34.68,7,12,4
9e+05,9.0086e+05,1,2,0,1,0,30.36,4,5,3
9.05e+05,9.0584e+05,0,1,0,1,0,33.64,7,9,3
9.1e+05,-999,0,2,0,0,1,31.32,5,5,3
9.15e+05,9.1581e+05,0,1,0,1,0,33.28,6,8,4
9.2e+05,9.2073e+05,1,2,0,1,0,30.28,4,6,4
9.25e+05,9.2573e+05,0,1,0,1,0,33.42,6,9,4
9.3e+05,9.3073e+05,1,2,0,1,0,29.1,4,6,4
9.35e+05,9.3581e+05,0,1,0,1,0,32.78,6,8,4
9.4e+05,9.4086e+05,1,2,0,1,0,29.88,4,5,4
9.45e+05,9.4581e+05,0,1,0,1,0,34.32,6,8,3
9.5e+05,9.5073e+05,1,2,0,1,0,29.94,4,6,3
9.55e+05,9.5566e+05,0,1,0,1,0,34.08,6,10,4
9.6e+05,-999,0,2,0,0,1,30.2,4,4,4
9.65e+05,9.6556e+05,0,1,0,1,0,34.42,6,12,3
9.7e+05,9.7073e+05,1,2,0,1,0,29.2,4,6,3
9.75e+05,9.7561e+05,0,1,0,1,0,32.26,6,11,4
9.8e+05,-999,0,2,0,0,1,29.86,4,4,3
9.85e+05,9.8556e+05,0,1,0,1,0,32.94,6,12,4
9.9e+05,-999,0,2,0,0,1,29.94,4,4,4
9.95e+05,9.9573e+05,0,1,0,1,0,33.48,6,9,3
1e+06,-999,0,2,0,0,1,29.08,4,4,3
1.005e+06,1.0056e+06,0,1,0,1,0,36.2,6,11,4
1.01e+06,-999,0,2,0,0,1,29.76,4,4,3
1.015e+06,1.0155e+06,0,1,0,1,0,33.52,5,11,4
1.02e+06,1.0209e+06,1,2,0,1,0,30.12,4,5,3
1.025e+06,1.0256e+06,0,1,0,1,0,33.72,6,12,4
1.03e+06,-999,0,2,0,0,1,29.8,4,4,4
1.035e+06,-999,0,1,0,0,1,34.08,7,7,3
1.04e+06,1.0408e+06,0,2,1,0,0,29.42,4,3,3
1.045e+06,1.0456e+06,0,1,0,1,0,33.1,5,10,4
1.05e+06,1.0509e+06,1,2,0,1,0,31.08,4,5,3
1.055e+06,1.0557e+06,0,1,0,1,0,34.04,6,9,3
1.06e+06,1.0609e+06,1,2,0,1,0,30.02,4,5,4
1.065e+06,1.0658e+06,0,1,0,1,0,33.88,6,8,3
1.07e+06,-999,0,2,0,0,1,29.48,4,4,3
1.075e+06,1.0756e+06,0,1,0,1,0,30.96,4,7,4
1.08e+06,1.0809e+06,1,2,0,1,0,30,4,5,4
1.085e+06,1.0857e+06,0,1,0,1,0,32.6,6,10,4
1.09e+06,-999,0,2,0,0,1,29.22,4,4,3
1.095e+06,1.0958e+06,0,1,0,1,0,33.98,6,8,4
1.1e+06,-999,0,2,0,0,1,29.84,4,4,4
1.105e+06,1.1056e+06,0,1,0,1,0,34.3,6,11,3
1.11e+06,-999,0,2,0,0,1,28.78,4,4,4
1.115e+06,1.1156e+06,0,1,0,1,0,33.62,5,9,4
1.12e+06,-999,0,2,0,0,1,29.3,4,4,4
1.125e+06,1.1257e+06,0,1,0,1,0,32.5,6,10,4
1.13e+06,1.1309e+06,1,2,0,1,0,30.98,5,6,4
1.135e+06,1.1356e+06,0,1,0,1,0,33.9,6,11,4
1.14e+06,1.1409e+06,1,2,0,1,0,29.82,4,5,3
1.145e+06,1.1457e+06,0,1,0,1,0,33.12,6,10,4
1.15e+06,-999,0,2,0,0,1,28.72,4,4,4
1.155e+06,1.1557e+06,0,1,0,1,0,32.36,5,8,4
1.16e+06,1.1609e+06,1,2,0,1,0,29.32,4,5,3
1.165e+06,1.1657e+06,0,1,0,1,0,33.36,6,9,3
1.17e+06,-999,0,2,0,0,1,29.22,4,4,3
1.175e+06,1.1757e+06,0,1,0,1,0,33.92,6,9,4
1.18e+06,1.1808e+06,0,2,1,0,0,29.04,4,3,3
1.185e+06,1.1857e+06,0,1,0,1,0,33.46,6,10,3
1.19e+06,-999,0,2,0,0,1,28.74,4,4,3
1.195e+06,1.1956e+06,0,1,0,1,0,34.4,6,11,4
1.2e+06,1.2008e+06,0,2,1,0,0,28.36,4,3,3
1.205e+06,1.2057e+06,0,1,0,1,0,32.48,5,8,3
1.21e+06,-999,0,2,0,0,1,28.98,4,4,3
1.215e+06,1.2156e+06,0,1,0,1,0,33.72,5,9,4
1.22e+06,1.2209e+06,0,2,1,0,0,29.12,5,4,4
1.225e+06,1.2254e+06,0,1,0,1,0,32.66,4,11,4
1.23e+06,-999,0,2,0,0,1,29.9,4,4,4
1.235e+06,1.2356e+06,0,1,0,1,0,33.86,5,10,4
1.24e+06,1.2409e+06,1,2,0,1,0,30.04,4,5,3
1.245e+06,1.2456e+06,0,1,0,1,0,34.4,6,12,3
1.25e+06,1.2509e+06,0,2,1,0,0,28.7,5,4,4
1.255e+06,1.2556e+06,0,1,0,1,0,34.46,6,11,4
1.26e+06,1.2609e+06,1,2,0,1,0,29.2,4,5,3
1.265e+06,1.2656e+06,0,1,0,1,0,33.68,6,11,3
1.27e+06,-999,0,2,0,0,1,28.92,4,4,3
1.275e+06,1.2756e+06,0,1,0,1,0,33.38,5,9,4
1.28e+06,-999,0,2,0,0,1,29.38,4,4,3
1.285e+06,1.2857e+06,0,1,0,1,0,34.28,7,11,3
1.29e+06,1.2909e+06,1,2,0,1,0,28.36,4,5,4
1.295e+06,1.2955e+06,0,1,0,1,0,34.56,5,11,3
1.3e+06,1.3006e+06,0,2,1,0,0,29,4,2,3
1.305e+06,1.3055e+06,0,1,0,1,0,34.26,5,11,4
1.31e+06,-999,0,2,0,0,1,29.32,4,4,3
1.315e+06,1.3157e+06,0,1,0,1,0,33.64,6,9,3
1.32e+06,-999,0,2,0,0,1,28.3,4,4,3
1.325e+06,1.3256e+06,0,1,0,1,0,34.2,6,12,3
1.33e+06,1.3309e+06,1,2,0,1,0,28.86,4,5,3
1.335e+06,1.3358e+06,0,1,0,1,0,33.1,6,8,4
1.34e+06,1.3409e+06,1,2,0,1,0,29.36,4,5,3
1.345e+06,1.3456e+06,0,1,0,1,0,34.06,6,12,4
1.35e+06,1.3508e+06,0,2,1,0,0,28.12,4,3,3
1.355e+06,1.3557e+06,0,1,0,1,0,33.76,6,9,3
1.36e+06,-999,0,2,0,0,1,28.44,4,4,3
1.365e+06,1.3658e+06,0,1,0,1,0,33.52,6,8,3
1.37e+06,1.3708e+06,0,2,1,0,0,28.72,4,3,3
1.375e+06,1.3757e+06,0,1,0,1,0,33.42,6,9,4
1.38e+06,-999,0,2,0,0,1,29.92,4,4,4
1.385e+06,1.3857e+06,0,1,0,1,0,33.12,6,10,3
1.39e+06,1.3909e+06,1,2,0,1,0,29.56,4,5,4
1.395e+06,1.3959e+06,0,1,0,1,0,33.12,7,8,3
1.4e+06,-999,0,2,0,0,1,29.24,4,4,3
1.405e+06,1.4057e+06,0,1,0,1,0,33.46,6,9,4
1.41e+06,1.4108e+06,0,2,1,0,0,29.44,4,3,3
1.415e+06,1.4157e+06,0,1,0,1,0,34.12,6,10,3
1.42e+06,1.4208e+06,0,2,1,0,0,30.28,4,3,3
1.425e+06,1.4257e+06,0,1,0,1,0,33.7,6,9,3
1.43e+06,-999,0,2,0,0,1,30,4,4,4
1.435e+06,1.4357e+06,0,1,0,1,0,33.36,5,8,3
1.44e+06,-999,0,2,0,0,1,29.76,4,4,3
1.445e+06,1.4456e+06,0,1,0,1,0,33.1,6,11,3
1.45e+06,-999,0,2,0,0,1,29.86,4,4,4
1.455e+06,1.4557e+06,0,1,0,1,0,34.1,6,10,4
1.46e+06,1.4609e+06,1,2,0,1,0,28.82,4,5,3
1.465e+06,1.4656e+06,0,1,0,1,0,33.44,6,12,4
1.47e+06,1.4708e+06,0,2,1,0,0,28.9,4,3,3
1.475e+06,1.4756e+06,0,1,0,1,0,32.9,4,8,4
1.48e+06,1.4808e+06,0,2,1,0,0,28.62,4,3,4
1.485e+06,1.4855e+06,0,1,0,1,0,32.08,5,11,3
1.49e+06,1.4909e+06,0,2,1,0,0,29.18,5,4,4
1.495e+06,1.4955e+06,0,1,0,1,0,34.62,5,12,4
1.5e+06,-999,0,2,0,0,1,31.4,5,5,4
1.505e+06,1.5056e+06,0,1,0,1,0,33.62,6,12,4
1.51e+06,-999,0,2,0,0,1,29.04,4,4,3
1.515e+06,1.5156e+06,0,1,0,1,0,33.26,5,10,4
1.52e+06,1.5208e+06,0,2,1,0,0,28.16,4,3,4
1.525e+06,1.5257e+06,0,1,0,1,0,33.92,6,10,4
1.53e+06,1.5309e+06,1,2,0,1,0,29.32,4,5,3
1.535e+06,1.5357e+06,0,1,0,1,0,32.92,6,9,4
1.54e+06,1.5408e+06,1,2,0,1,0,28.72,3,4,3
1.545e+06,1.5457e+06,0,1,0,1,0,32.48,6,9,4
1.55e+06,-999,0,2,0,0,1,29.74,4,4,4
1.555e+06,1.5558e+06,0,1,0,1,0,32.42,6,8,3
1.56e+06,1.5608e+06,0,2,1,0,0,29.12,4,3,4
1.565e+06,1.5656e+06,0,1,0,1,0,33.6,6,12,3
1.57e+06,1.5708e+06,0,2,1,0,0,28.98,4,3,3
1.575e+06,1.5756e+06,0,1,0,1,0,32.7,5,10,4
1.58e+06,1.5808e+06,0,2,1,0,0,28.36,4,3,3
1.585e+06,1.5856e+06,0,1,0,1,0,32.52,6,12,3
1.59e+06,1.5908e+06,0,2,1,0,0,28.94,4,3,3
1.595e+06,1.5958e+06,0,1,0,1,0,32.64,7,10,4
1.6e+06,1.6008e+06,0,2,1,0,0,29.02,4,3,4
1.605e+06,1.6056e+06,0,1,0,1,0,33.34,6,12,3
1.61e+06,1.6109e+06,1,2,0,1,0,29.08,4,5,3
1.615e+06,1.6155e+06,0,1,0,1,0,32.7,5,11,3
1.62e+06,1.6208e+06,0,2,1,0,0,28.92,4,3,3
1.625e+06,1.6257e+06,0,1,0,1,0,32.88,6,10,4
1.63e+06,-999,0,2,0,0,1,28.78,4,4,4
1.635e+06,1.6357e+06,0,1,0,1,0,32.96,6,9,4
1.64e+06,1.6408e+06,0,2,1,0,0,28.62,4,3,3
1.645e+06,1.6458e+06,0,1,0,1,0,33.16,6,8,3
1.65e+06,-999,0,2,0,0,1,28.96,4,4,3
1.655e+06,1.6557e+06,0,1,0,1,0,33.1,6,10,3
1.66e+06,1.6609e+06,1,2,0,1,0,29.98,4,5,3
1.665e+06,1.6657e+06,0,1,0,1,0,33.16,6,10,4
1.67e+06,1.6708e+06,0,2,1,0,0,28.06,4,3,4
1.675e+06,1.6755e+06,0,1,0,1,0,33.7,6,14,4
1.68e+06,1.6809e+06,1,2,0,1,0,28.72,4,5,4
1.685e+06,1.6857e+06,0,1,0,1,0,33.58,6,9,4
1.69e+06,-999,0,2,0,0,1,28.92,4,4,4
1.695e+06,1.6958e+06,0,1,0,1,0,32.72,6,8,3
1.7e+06,1.7008e+06,0,2,1,0,0,29.74,4,3,3
1.705e+06,1.7057e+06,0,1,0,1,0,31.88,5,8,3
1.71e+06,-999,0,2,0,0,1,28.86,4,4,3
1.715e+06,1.7156e+06,0,1,0,1,0,33.32,6,11,4
1.72e+06,-999,0,2,0,0,1,30.14,4,4,4
1.725e+06,1.7257e+06,0,1,0,1,0,33.32,6,9,4
1.73e+06,1.7308e+06,0,2,1,0,0,29.18,4,3,3
1.735e+06,1.7357e+06,0,1,0,1,0,34.5,6,9,3
1.74e+06,-999,0,2,0,0,1,29.18,4,4,4
1.745e+06,1.7455e+06,0,1,0,1,0,34.28,5,12,3
1.75e+06,1.7506e+06,0,2,1,0,0,28.4,4,2,3
1.755e+06,1.7556e+06,0,1,0,1,0,32.8,5,10,3
1.76e+06,1.7609e+06,1,2,0,1,0,28.82,4,5,4
1.765e+06,1.7657e+06,0,1,0,1,0,33.46,6,9,3
1.77e+06,-999,0,2,0,0,1,28.8,4,4,3
1.775e+06,1.7757e+06,0,1,0,1,0,33.64,6,10,4
1.78e+06,-999,0,2,0,0,1,29.98,4,4,4
1.785e+06,1.7857e+06,0,1,0,1,0,32.94,6,9,3
1.79e+06,1.7909e+06,1,2,0,1,0,30.06,4,5,3
1.795e+06,1.7958e+06,0,1,0,1,0,32.48,6,8,4
1.8e+06,1.8008e+06,1,2,0,1,0,29.02,3,4,3
1.805e+06,1.8055e+06,0,1,0,1,0,32.8,5,12,3
1.81e+06,-999,0,2,0,0,1,29.26,4,4,4
1.815e+06,1.8157e+06,0,1,0,1,0,32.82,6,10,3
1.82e+06,1.8206e+06,0,2,1,0,0,29.48,4,2,4
1.825e+06,1.8257e+06,0,1,0,1,0,32.82,6,10,4
1.83e+06,1.8308e+06,0,2,1,0,0,30.26,4,3,3
1.835e+06,1.8355e+06,0,1,0,1,0,33.8,5,12,3
1.84e+06,-999,0,2,0,0,1,29.26,4,4,3
1.845e+06,1.8458e+06,0,1,0,1,0,33.66,6,8,4
1.85e+06,1.8509e+06,0,2,1,0,0,29.8,5,4,4
1.855e+06,1.8556e+06,0,1,0,1,0,34.04,6,12,4
1.86e+06,1.8608e+06,0,2,1,0,0,29.86,4,3,4
1.865e+06,1.8658e+06,0,1,0,1,0,32.02,5,7,4
1.87e+06,1.8706e+06,0,2,1,0,0,29.12,4,2,4
1.875e+06,1.8757e+06,0,1,0,1,0,32.52,6,9,4
1.88e+06,1.8808e+06,0,2,1,0,0,29.3,4,3,3
1.885e+06,1.8856e+06,0,1,0,1,0,33.5,5,9,3
1.89e+06,-999,0,2,0,0,1,29.88,4,4,4
1.895e+06,1.8956e+06,0,1,0,1,0,32.14,6,11,4
1.9e+06,-999,0,2,0,0,1,29.72,4,4,4
1.905e+06,1.9057e+06,0,1,0,1,0,33.6,5,8,4
1.91e+06,-999,0,2,0,0,1,29.62,4,4,3
1.915e+06,1.9157e+06,0,1,0,1,0,32.62,6,10,3
1.92e+06,1.9209e+06,1,2,0,1,0,31.02,4,5,3
1.925e+06,1.9257e+06,0,1,0,1,0,33.26,5,8,3
1.93e+06,1.9309e+06,1,2,0,1,0,30.34,4,5,3
1.935e+06,1.9357e+06,0,1,0,1,0,33.4,6,10,4
1.94e+06,1.9407e+06,0,2,1,0,0,29.84,5,3,4
1.945e+06,1.9457e+06,0,1,0,1,0,32.44,6,9,4
1.95e+06,-999,0,2,0,0,1,30.54,4,4,3
1.955e+06,1.9557e+06,0,1,0,1,0,32.64,5,8,3
1.96e+06,1.9609e+06,1,2,0,1,0,30.42,4,5,3
1.965e+06,1.9657e+06,0,1,0,1,0,32.86,6,9,4
1.97e+06,-999,0,2,0,0,1,29.52,4,4,4
1.975e+06,1.9755e+06,0,1,0,1,0,32.62,5,11,4
1.98e+06,-999,0,2,0,0,1,29.9,4,4,3
1.985e+06,1.9856e+06,0,1,0,1,0,32.28,5,10,4
1.99e+06,-999,0,2,0,0,1,29.82,4,4,3
1.995e+06,-999,0,1,0,0,1,31.5,6,6,3
2e+06,-999,0,2,0,0,1,29.88,4,4,3
2.005e+06,2.0055e+06,0,1,0,1,0,33.04,5,11,4
2.01e+06,2.0108e+06,0,2,1,0,0,29.16,4,3,4
2.015e+06,2.0156e+06,0,1,0,1,0,31.88,5,10,3
2.02e+06,-999,0,2,0,0,1,30.28,4,4,4
2.025e+06,2.0257e+06,0,1,0,1,0,31.2,6,10,4
2.03e+06,2.0308e+06,0,2,1,0,0,29.44,4,3,3
2.035e+06,2.0356e+06,0,1,0,1,0,31.92,5,9,3
2.04e+06,2.0409e+06,1,2,0,1,0,30.78,4,5,4
2.045e+06,2.0454e+06,0,1,0,1,0,34.38,5,15,3
2.05e+06,-999,0,2,0,0,1,29.5,4,4,4
2.055e+06,2.0556e+06,0,1,0,1,0,34.64,5,9,4
2.06e+06,-999,0,2,0,0,1,30.1,4,4,3
2.065e+06,2.0656e+06,0,1,0,1,0,33.76,5,9,4
2.07e+06,-999,0,2,0,0,1,30.04,4,4,4
